family,canonical_name,dog_base_severity,cat_base_severity,occurrence_count
hydrochloride,hydrochloride,neutral,neutral,1
hydrogenated_corn,hydrogenated_corn_syrup,neutral,caution,6
hydrogenated_palm,hydrogenated_palm_kernel_oil,neutral,neutral,9
hydrogenated_vegetable,hydrogenated_vegetable_oil,neutral,neutral,8
hydrolized_casein,hydrolized_casein,neutral,neutral,1
hyorolyzed_whole,hyorolyzed_whole_chicken,neutral,neutral,1
in_a,in_a_beef_collagen_casing,neutral,neutral,2
in_chicken,in_chicken_flavored_broth_x_3_packs_chicken,neutral,neutral,1
in_colored,in_colored_beef_collagen_casings,neutral,neutral,2
in_tuna,in_tuna_flavored_broth_x_3_packs_tuna,neutral,neutral,1
includes_a,includes_a_variety_of_premium,neutral,neutral,1
including_salmon,including_salmon,neutral,neutral,1
inert_material,inert_material,neutral,neutral,1
ingredient_informationingredientsflour,ingredient_informationingredientsflour,neutral,neutral,1
ingredient_informationingredientswheat,ingredient_informationingredientswheat_starch,neutral,neutral,4
iodine,iodide,good,good,3638
iodine,folic_acid_and_calcium_iodate,neutral,neutral,5
iodine,iodine_amino_acid_chelate,neutral,neutral,5
iodine,potassium_iodate,neutral,neutral,3
iodine,potassium_iodide_can_two,neutral,neutral,3
iodine,potassium_iodine,neutral,neutral,2
iodine,calcium_iodate_chicken_chicken,neutral,neutral,2
iodine,potassium_iodide_can_three,neutral,neutral,2
iodine,calcium_iodate_chicken_broth,neutral,neutral,2
iodine,potassium_iodide_bitartrate,neutral,neutral,1
iodine,vitamin_b12._calcium_iodate,neutral,neutral,1
iodine,calcium_iodate_real_beef__pumpkin_beef,neutral,neutral,1
iodine,potassium_iodide_can_four,neutral,neutral,1
iodine,calcium_iodate_turkey_chicken_broth,neutral,neutral,1
iodine,potassium_iodide_vitamins,neutral,neutral,1
iodine,calcium_iodate_salmon_chicken_broth,neutral,neutral,1
iodine,potassium_iodide_salmon_gravies_recipe_salmon_broth,neutral,neutral,1
iodine,potassium_iodide_sodium_carbonate,neutral,neutral,1
iodine,potassium_iodide_grain_free_beef_recipe_pate_deboned_beef,neutral,neutral,1
iodine,calcium_iodate_chicken_water,neutral,neutral,1
iodized_salt,iodized_salt,caution,caution,147
irom,irom_proteinate,neutral,neutral,1
iron,iron_sulfate,good,good,2458
iron,iron_chelated,neutral,neutral,1491
iron,reduced_iron,neutral,neutral,131
iron,iron_oxide_color,caution,caution,57
iron,ferrous_glycine,neutral,neutral,21
iron,ferrous_sulphate,neutral,neutral,20
iron,ferrous_glycine_complex,neutral,neutral,18
iron,ferrous_sulfate_monohydrate,neutral,neutral,12
iron,ferrous_carbonate,neutral,neutral,9
iron,iron_glycine_complex,neutral,neutral,8
iron,ferrous_amino_acid_chelate,neutral,neutral,4
iron,ferrous_amino_acid_complex,neutral,neutral,3
iron,iron_carbonate,neutral,neutral,3
iron,red_iron_oxide_color,caution,caution,3
iron,black_iron_oxide_color,caution,caution,3
iron,synthetic_iron_oxide,caution,caution,2
iron,ferrous,neutral,neutral,2
iron,ferrous_sulphate_monohydrate,neutral,neutral,2
iron,iron_protienate,neutral,neutral,1
iron,iron_oxide_yellow,caution,caution,1
iron,cheese_powder_iron_oxide,caution,caution,1
iron,ferrous_proteinate,neutral,neutral,1
iron,ferric_pyrophosphate,neutral,neutral,1
iron,iron_amino_chelate,neutral,neutral,1
isomaltooligosaccharide,isomaltooligosaccharide,neutral,neutral,3
jack_mackerel,jack_mackerel,neutral,neutral,1
jerusalem_artichoke,jerusalem_artichoke,neutral,neutral,1
joint_mobility,joint_mobility,neutral,neutral,3
joint_support,glucosamine,good,good,158
joint_support,chondroitin,neutral,neutral,119
joint_support,chondroitin_sulphate,neutral,neutral,4
joint_support,msm,neutral,neutral,2
joint_support,flavor_glucosamine,neutral,neutral,1
joint_support,glucosamine_sulfate,neutral,neutral,1
jungle_calling,jungle_calling_cod,neutral,neutral,3
juniper_berries,juniper_berries,neutral,neutral,42
juniperberries,juniperberries,neutral,neutral,1
kale_beef,kale_beef_beef,neutral,caution,1
kale_powder,kale_powder,neutral,caution,7
kale_salmon,kale_salmon_salmon,neutral,caution,1
kangaroo,kangaroo,neutral,neutral,5
kangaroo_liver,kangaroo_liver,neutral,neutral,1
kangaroo_meal,kangaroo_meal,neutral,neutral,3
katsuobushi,katsuobushi,neutral,neutral,1
kelp,seaweed,neutral,neutral,55
kelp,kelp_meal,neutral,neutral,39
kelp,seaweed_meal,neutral,neutral,9
kelp,kelp_powder,neutral,neutral,8
kelp,sun_cured_kelp,neutral,neutral,5
kelp,dehydrated_kelp,neutral,neutral,3
kelp,kelp_flavor,neutral,neutral,3
kelp,kelp_beef_stew_beef,neutral,neutral,1
kelp,ried_kelp,neutral,neutral,1
kelp,kelp_turkey__salmon_stew_turkey,neutral,neutral,1
kelp,kelp_flavored_broth,neutral,neutral,1
key_benefits,key_benefits,neutral,neutral,1
king_salmon,king_salmon_with_ground_bone,neutral,neutral,3
kiwi,kiwi,neutral,neutral,3
kiwi_powder,kiwi_powder,neutral,neutral,2
kiwifruit,kiwifruit,neutral,neutral,2
kohlrabi_12%,kohlrabi_12%,neutral,neutral,1
koolina_luau,koolina_luau_chicken_&_egg_70_calories_per_can,neutral,neutral,1
krill,krill,neutral,neutral,7
krill_meal,krill_meal,neutral,neutral,6
l_ascorbic,l_ascorbic_acid_polyphosphate,neutral,neutral,10
l_ascorbyl,l_ascorbyl_2_monophosphate,neutral,neutral,1
l_ascrobyl,l_ascrobyl_polyphosphate,neutral,neutral,4
l_cystine,l_cystine,neutral,neutral,2
l_theanine,l_theanine,neutral,neutral,1
l_threonin,l_threonin,neutral,neutral,1
lactase,lactase,neutral,neutral,1
lactic_acid,lactic_acid,neutral,neutral,245
lactobaciluus_plantarum,lactobaciluus_plantarum_fermentation_product,neutral,neutral,1
lamb,lamb,good,good,267
lamb_and,lamb_and_chicken_broth,neutral,neutral,1
lamb_and,lamb_and_more,neutral,neutral,1
lamb_bone,lamb_bone,neutral,neutral,19
lamb_broth,lamb_broth,neutral,neutral,19
lamb_cartilage,lamb_cartilage,neutral,neutral,11
lamb_casing,lamb_casing,neutral,neutral,1
lamb_fat,lamb_fat,neutral,neutral,3
lamb_flavour,lamb_flavour,neutral,neutral,5
lamb_green,lamb_green_tripe,neutral,neutral,14
lamb_heart,lamb_heart,neutral,neutral,32
lamb_hearts,lamb_hearts,neutral,neutral,2
lamb_kidney,lamb_kidney,neutral,neutral,33
lamb_liver,lamb_liver,neutral,neutral,61
lamb_lung,lamb_lung,neutral,neutral,25
lamb_meal,lamb_meal,neutral,neutral,120
lamb_plasma,lamb_plasma,neutral,neutral,5
lamb_spleen,lamb_spleen,neutral,neutral,8
lamb_tripe,lamb_tripe,neutral,neutral,19
"large""","large""",neutral,neutral,1
lascorbyl2polyphophate,lascorbyl2polyphophate,neutral,neutral,1
lascorbyl2polyphoshate,lascorbyl2polyphoshate,neutral,neutral,2
lascorbyl2polyphosphat,lascorbyl2polyphosphat,neutral,neutral,1
lascorbyl_2,lascorbyl_2_polyphosphate,neutral,neutral,12
lavender,lavender,neutral,neutral,3
lcarnitine,lcarnitine,neutral,neutral,1
leaf_spinach,leaf_spinach_8%,neutral,caution,1
lecithin,lecithin,neutral,neutral,154
lecithin_1%,lecithin_1%,neutral,neutral,5
legume_soy,soy_oil,caution,caution,281
legume_soy,soybean_meal,caution,caution,244
lemon_juice,lemon_juice_powder,neutral,neutral,1
lemon_juice,lemon_juice,neutral,neutral,1
lentil_fiber,lentil_fiber,neutral,neutral,33
lentil_flour,lentil_flour,neutral,neutral,1
lentil_starch,lentil_starch,neutral,neutral,1
lettuce,lettuce,neutral,neutral,8
leucine,leucine,neutral,neutral,4
licorice,licorice,neutral,neutral,1
light_rye,light_rye_flour,neutral,neutral,2
limestone,limestone,neutral,neutral,4
limited_ingredient,limited_ingredient_diet,neutral,neutral,2
linseed,linseed,neutral,neutral,1
linseed_oil,linseed_oil,neutral,neutral,1
lions_mane,lions_mane,neutral,neutral,8
lions_mane,lions_mane_mushroom,neutral,neutral,6
lipoic_acid,lipoic_acid,neutral,neutral,9
liquid_egg,liquid_egg_product,neutral,neutral,1
liquid_isolated,liquid_isolated_soyprotein,neutral,neutral,2
liquid_smoke,liquid_smoke,neutral,neutral,4
liver,liver,caution,caution,488
liver_flavor,liver_flavor,caution,caution,37
liver_support,liver_support_is_made_with_salmon,neutral,neutral,1
lmethionine,lmethionine,neutral,neutral,1
lobster,lobster,neutral,neutral,9
lobster_broth,lobster_broth,neutral,neutral,2
lobster_consommé,lobster_consommé,neutral,neutral,1
lobster_flavor,lobster_flavor,neutral,neutral,3
locust_bean,locust_bean,neutral,neutral,2
locust_bean,locust_bean_gum_tuna_oil,neutral,neutral,1
long_grain,long_grain_rice,neutral,neutral,8
long_lasting,long_lasting_chew_sessions,neutral,neutral,1
love,love,neutral,neutral,1
low_ash,low_ash_turkey_meal,neutral,neutral,1
low_ash,low_ash_poultry_meal,neutral,neutral,1
lron_oxide,lron_oxide_yellow,neutral,neutral,1
lthreonine,lthreonine,neutral,neutral,1
luein,luein,neutral,neutral,3
mackeral,mackeral,neutral,neutral,1
mackerel,mackerel,good,good,104
mackerel_&,mackerel_&_lamb,neutral,neutral,2
mackerel_&,mackerel_&_shrimp___chicken,neutral,neutral,1
mackerel_flakes,mackerel_flakes,neutral,neutral,1
mackerel_meal,mackerel_meal,neutral,neutral,9
made_with,made_with_only_five_high_quality,neutral,neutral,2
made_with,made_with_100%_brazilian_beef_sourced_from_grass_fed,neutral,neutral,1
made_without,made_without_added_dyes,neutral,neutral,1
made_without,made_without_grain,neutral,neutral,1
maganese,maganese_sulfate,neutral,neutral,1
magnasium,magnasium_sulfate,neutral,neutral,1
magnesium,magnesium_amino_acid_chelate,neutral,neutral,44
magnesium,magnesium_gluconate,neutral,neutral,5
magnesium,magnesium_carbonate,neutral,neutral,4
magnesium,magnesium_sulphate,neutral,neutral,4
magnesium,magnesium_sulfate_monohydrate,neutral,neutral,3
magnesium,magnesium,neutral,neutral,3
magnesium,magnesium_chloride,neutral,neutral,1
magnesium,magnesium_sulfate._**tuna_&_sardine:**_tuna,neutral,neutral,1
magnesium,magnesium_sulfate._**tuna_&_mackerel:**_tuna,neutral,neutral,1
magnesium,magnesium_phosphate,neutral,neutral,1
magnesium,magnesium_stearate,neutral,neutral,1
magnessium,magnessium_proteinate,neutral,neutral,2
magnolia_flower,magnolia_flower,neutral,neutral,2
maitake,maitake,neutral,neutral,7
malic_acid,malic_acid,neutral,neutral,1
malt_extract,malt_extract,neutral,neutral,15
malt_flour,malt_flour,neutral,neutral,2
malted_barley,malted_barley_flour,neutral,neutral,77
malted_barley,malted_barley,neutral,neutral,13
malted_barley,malted_barley_extract,neutral,neutral,9
maltodextrins,maltodextrins,neutral,neutral,2
manganese,manganese_chelated,good,good,1804
manganese,manganese_oxide,neutral,neutral,542
manganese,manganese_sulfate_monohydrate,neutral,neutral,33
manganese,manganese_methionine_hydroxy_analogue_chelate,neutral,neutral,26
manganese,manganese_methionine_complex,neutral,neutral,12
manganese,manganese_gluconate,neutral,neutral,9
manganese,manganese_glycine_complex,neutral,neutral,9
manganese,manganese_sulphate,neutral,neutral,7
manganese,manganese_citrate,neutral,neutral,1
manganese,biotin_manganese_proteinate,neutral,neutral,1
manganese,vitamin_b12_supplement_manganese_proteinate,neutral,neutral,1
manganese,manganese,neutral,neutral,1
manganous,manganous_sulfate,neutral,neutral,5
mango_powder,mango_powder,neutral,neutral,1
manioc_flour,manioc_flour,neutral,neutral,1
mannan_oligosaccharides,mannan_oligosaccharides,neutral,neutral,5
manuka_honey,manuka_honey,neutral,neutral,11
maple_flavor,maple_flavor,neutral,neutral,4
maple_flavored,maple_flavored_syrup,neutral,neutral,2
maple_syrup,maple_syrup,neutral,neutral,5
marigold,marigold_extract,neutral,neutral,54
marigold,pot_marigold,neutral,neutral,12
marigold,calendula_petals,neutral,neutral,2
marine_algae,marine_algae_oil,neutral,neutral,3
marine_lipids,marine_lipids,neutral,neutral,1
marine_microalgae,marine_microalgae_oil,neutral,neutral,51
marine_microalgae,marine_microalgae,neutral,neutral,20
matural_smoke,matural_smoke_flavor,neutral,neutral,1
mct_powder,mct_powder,neutral,neutral,2
meat,meat,neutral,neutral,2
meat_&,meat_&_bone_meal,neutral,neutral,6
meat_broth,meat_broth,caution,caution,8
meat_by,meat_by_product,caution,caution,618
meat_protein,meat_protein_isolate,neutral,neutral,4
meatbyproducts,meatbyproducts,neutral,neutral,4
mediterranean_white,mediterranean_white_fish,neutral,neutral,3
menadione_bisulfite,menadione_bisulfite_complex,caution,caution,2
menadione_nicotinamide,menadione_nicotinamide_bisulfite,caution,caution,5
menadione_nicotinamide,menadione_nicotinamide_bisulfite;_tuna_fillet,caution,caution,2
menadione_nicotinamide,menadione_nicotinamide_bisulfite;m_chicken_breast,caution,caution,1
methionine,methionine,good,good,1003
methyl_cellulose,methyl_cellulose,neutral,neutral,12
methylcellulose,methylcellulose,neutral,neutral,2
milk,milk,neutral,neutral,42
milk_powder,milk_powder,neutral,neutral,1
milk_protein,milk_protein,neutral,neutral,15
milk_protein,milk_protein_concentrate,neutral,neutral,1
milk_thistle,milk_thistle,neutral,neutral,2
milled_rice,milled_rice,neutral,neutral,5
millet_flour,millet_flour,neutral,neutral,3
milo,milo,neutral,neutral,6
mineral_mix,mineral_mix,neutral,neutral,5
minerals,minerals,neutral,neutral,4
minerals?,minerals?,neutral,neutral,23
mint,mint,neutral,neutral,4
miscanthus_fiber,miscanthus_fiber,neutral,neutral,1
miscanthus_grass,miscanthus_grass,neutral,neutral,136
miscanthus_grass,miscanthus_grass_fiber,neutral,neutral,1
mixed_tocoperols,mixed_tocoperols_added_to_preserve_freshness,neutral,neutral,1
mixed_tocopherois,mixed_tocopherois,neutral,neutral,2
mixed_tocopherols,mixed_tocopherols_for_freshness,good,good,153
mixed_tocopherols,mixed_tocopherols_added_to_preserve_freshness,good,good,64
mixed_tocopherols,mixed_tocopherols_and_bha,caution,caution,7
mixed_tocopherols,mixed_tocopherols_&_citric_acid,good,good,5
mixed_tocopherols,mixed_tocopherols_for_added_freshness,good,good,3
mixed_tocopherols,mixed_tocopherols_and_citric_acid,good,good,3
mixed_tocopherols,mixed_tocopherols_for_freshness._2c38474,good,good,1
mixed_tocopherols,mixed_tocopherols_for_freshness._2c38496,good,good,1
mixed_tocopherols,mixed_tocopherols_for_freshness._2c38494,good,good,1
mixed_tocopherols,mixed_tocopherols_for_freshness._2c38486,good,good,1
mixed_tocopherols,mixed_tocopherols_for_freshness._2c37078,good,good,1
mixed_tocopherols,mixed_tocopherols_for_freshness._1b3001,good,good,1
mixed_tocophorols,mixed_tocophorols,neutral,neutral,1
modified_corn,modified_corn_starch,neutral,caution,34
modified_cornstarch,modified_cornstarch,neutral,neutral,1
modified_potato,modified_potato_startch,neutral,neutral,1
modified_rice,modified_rice_starch,neutral,neutral,20
modified_starch,modified_starch,neutral,neutral,2
modified_tapioca,modified_tapioca_starch,neutral,neutral,51
modified_tapioca,modified_tapioca,neutral,neutral,3
moisture_78.0%,moisture_78.0%,neutral,neutral,1
monkfish,monkfish,neutral,neutral,3
mono_and,mono_and_diglycerides_of_fatty_acids,neutral,neutral,7
mono_and,mono_and_diglycerides,neutral,neutral,4
monoglyceride,monoglyceride,neutral,neutral,1
monoglycerides,monoglycerides,neutral,neutral,13
monoglycerides_of,monoglycerides_of_edible_fatty_acids,neutral,neutral,1
monosodium,monosodium,neutral,neutral,1
monostearate,monostearate,neutral,neutral,1
monterey_jack,monterey_jack_cheese_powder,neutral,neutral,2
mouse_ear,mouse_ear_hawkweed,neutral,neutral,1
mousse_chicken,mousse_chicken_recipe_infused_with_brothchicken,neutral,neutral,1
mung_bean,mung_bean,neutral,neutral,6
mushroom,mushroom,neutral,neutral,7
mushrooms,mushrooms,neutral,neutral,3
mussel,mussel,neutral,neutral,1
mussels,mussels,neutral,neutral,1
mustard,mustard,neutral,neutral,3
mustard_greens,mustard_greens,neutral,neutral,11
mutton_meal,mutton_meal,neutral,neutral,1
nala_single,nala_single_protein_flaked_ocean_white_fish_recipewater,neutral,neutral,1
nala_single,nala_single_protein_flaked_tuna_recipe,neutral,neutral,1
nala_single,nala_single_protein_flaked_chicken_recipe,neutral,neutral,1
napili_luau,napili_luau_wild_salmon_&_chicken_71calories_per_can,neutral,neutral,1
natual_flavor,natual_flavor,neutral,neutral,2
natural,natural,neutral,neutral,3
naturally_occurring,naturally_occurring_microorganisms,neutral,neutral,40
naturally_preserved,naturally_preserved_with_mixed_tocopherols,neutral,neutral,1
nautral_color,nautral_color,neutral,neutral,1
nautral_flavor,nautral_flavor,neutral,neutral,1
nautral_smoke,nautral_smoke_flavor,neutral,neutral,1
navy_beans,navy_beans,neutral,neutral,20
nettle,nettle,neutral,neutral,1
nettle_leaves,nettle_leaves,neutral,neutral,2
never_contains,never_contains_any_grains,neutral,neutral,1
new_york,new_york_strip_flavor,neutral,neutral,3
new_zealand,new_zealand_green_mussel,neutral,neutral,70
new_zealand,new_zealand_sea_mussel,neutral,neutral,2
new_zealand,new_zealand_green_lipped_mussel,neutral,neutral,1
new_zealand,new_zealand_brushtail_possum,neutral,neutral,1
new_zealand,new_zealand_wallaby,neutral,neutral,1
new_zealand,new_zealand_king_salmon,neutral,neutral,1
niacin,nicotinic_acid,neutral,neutral,154
niacin,niacinamide,neutral,neutral,90
niacin,nicotinic_add,neutral,neutral,1
niacina_mide,niacina_mide,neutral,neutral,1
nicotinicacid,nicotinicacid,neutral,neutral,1
no_meat,no_meat_or_dairy_and_free_from_corn,neutral,caution,1
non_gmo,non_gmo,neutral,neutral,1
nonfat_milk,nonfat_milk,neutral,neutral,37
noodle_product,noodle_product,neutral,neutral,2
nutritional_yeast,nutritional_yeast,neutral,neutral,1
nvgen_®,nvgen_®,neutral,neutral,1
ny_strip,ny_strip_steak_flavor,neutral,neutral,1
nz_green,nz_green_lipped_mussel,neutral,neutral,2
oat,oat,neutral,neutral,4
oat_bran,oat_bran,neutral,neutral,1
oat_fiber,oat_fiber,neutral,neutral,73
oat_hulls,oat_hulls,neutral,neutral,33
ocean_fish,ocean_fish,neutral,neutral,43
ocean_fish,ocean_fish_meal,caution,caution,29
ocean_white,ocean_white_fish,neutral,neutral,2
ocean_whitefish,ocean_whitefish,neutral,neutral,64
ocean_whitefish,ocean_whitefish_meal,neutral,neutral,1
oceanfish,oceanfish,neutral,neutral,8
oceanfish_meal,oceanfish_meal,caution,caution,1
odor_free,odor_free,neutral,neutral,1
oil_of,oil_of_garlic,caution,danger,2
oils_and,oils_and_fats,neutral,neutral,2
okra,okra,neutral,neutral,2
oligofructose,oligofructose,neutral,neutral,2
olive_oil,olive_oil,neutral,neutral,27
olives,olives,neutral,neutral,1
omega,omega_3,neutral,neutral,4
omega,omega_6,neutral,neutral,2
omega,omega_3_&_6_from_fish_oil,neutral,neutral,1
omega,salmon_is_a_natural_source_of_fish_oil_rich_in_omega_3,good,good,1
omega,and_omega_6_fatty_acids,neutral,neutral,1
onion_extract,onion_extract,neutral,neutral,3
or_artificial,or_artificial_colors_or_preservatives,caution,caution,2
or_artificial,or_artificial_flavors,neutral,neutral,1
or_bone,or_bone_meal,neutral,neutral,2
or_preservatives,or_preservatives,neutral,neutral,2
or_preservatives,or_preservatives_and_no_gluten,neutral,neutral,1
or_wheat,or_wheat,neutral,caution,1
orange,orange,neutral,neutral,4
orange_juice,orange_juice,neutral,neutral,1
orange_pulp,orange_pulp,neutral,neutral,3
oranges,oranges,neutral,neutral,14
oregano,oregano,neutral,neutral,8
oregano_extract,oregano_extract,neutral,neutral,2
oregano_oil,oregano_oil,neutral,neutral,1
oven_roasted,oven_roasted_chicken_flavor,neutral,neutral,1
oxide,oxide,neutral,neutral,1
pacific_ocean,pacific_ocean_fish_meal,neutral,neutral,1
pacific_whiting,pacific_whiting_meal,neutral,neutral,2
pack_of,pack_of_8,neutral,neutral,4
palm_glycerin,palm_glycerin,neutral,neutral,1
palm_oil,palm_oil,neutral,neutral,21
palm_oil,palm_oil_chicken_fat,neutral,neutral,1
pantothenic,pantothenic_acid,good,good,3727
pantothenic,dcalcium_pantothenate,neutral,neutral,3
papaya_extract,papaya_extract,neutral,neutral,10
papaya_powder,papaya_powder,neutral,neutral,2
paprika,paprika,neutral,neutral,51
paprika_and,paprika_and_annatto_extracts,neutral,neutral,1
paprika_color,paprika_color,neutral,neutral,1
paprika_extract,paprika_extract,neutral,neutral,8
paprika_oleoresin,paprika_oleoresin,neutral,neutral,55
paprika_powder,paprika_powder,neutral,neutral,7
parmesan_and,parmesan_and_butter_flavor,neutral,neutral,2
parmesan_cheese,parmesan_cheese,neutral,neutral,2
parsley_flake,parsley_flake,neutral,neutral,1
parsley_flakes,parsley_flakes,neutral,neutral,15
parsley_powder,parsley_powder,neutral,neutral,1
parsley_seed,parsley_seed_oil,neutral,neutral,1
parsnip,parsnip,neutral,neutral,1
partially_defatted,partially_defatted_peanut_flour,neutral,neutral,3
partially_hydrogenated,partially_hydrogenated_canola_oil_preserved_with_tbhq,caution,caution,4
partially_hydrogenated,partially_hydrogenated_vegetable_oil,neutral,neutral,1
passion_flower,passion_flower,neutral,neutral,3
pasta,pasta,neutral,neutral,8
pate_tuna,pate_tuna_&_salmon_entrée:tuna,neutral,neutral,1
paw_lickin,paw_lickin_chicken_recipe_plus,neutral,neutral,1
pea,pea,neutral,neutral,8
pea_fiber,pea_fiber,neutral,neutral,216
pea_fibre,pea_fibre,neutral,neutral,5
pea_fiver,pea_fiver,neutral,neutral,1
pea_flour,pea_flour,neutral,neutral,146
pea_hull,pea_hull_fiber,neutral,neutral,1
pea_protein,pea_protein_isolate,caution,danger,3
pea_protein,pea_protein_concentrate,caution,danger,2
pea_starch,pea_starch,neutral,neutral,204
peanut,peanut,neutral,neutral,2
peanut_butter,peanut_butter,neutral,neutral,78
peanut_butter,peanut_butter_flavor,neutral,neutral,28
peanut_butter,peanut_butter_and_banana_flavors,neutral,neutral,1
peanut_flavor,peanut_flavor,neutral,neutral,16
peanut_flour,peanut_flour,neutral,neutral,4
peanut_hearts,peanut_hearts,neutral,neutral,2
peanut_meal,peanut_meal,neutral,neutral,4
peanut_oil,peanut_oil,neutral,neutral,1
peanut_protein,peanut_protein_4%,neutral,neutral,1
peanuts,peanuts,neutral,neutral,16
pear,pear,neutral,neutral,5
pear_7%,pear_7%,neutral,neutral,1
pearl_millet,pearl_millet,neutral,neutral,2
pears,pears,neutral,neutral,40
peas_&,peas_&_carrots_wet_dog_food_topper,neutral,neutral,1
peas_starch,peas_starch,neutral,neutral,2
pecan_shells,pecan_shells,neutral,neutral,35
pepper,pepper,neutral,neutral,6
pepper_&,pepper_&_sweet_potato_in_brothchicken,neutral,neutral,1
peppermint,peppermint,neutral,neutral,27
peppermint_flavor,peppermint_flavor,neutral,neutral,2
peppermint_leaf,peppermint_leaf_powder,neutral,neutral,2
peppermint_oil,peppermint_oil,neutral,neutral,3
persimmons,persimmons,neutral,neutral,1
pheasant,pheasant,good,good,1
phosphorus,monosodium_phosphate,neutral,neutral,73
phosphorus,bone_phosphate,neutral,neutral,22
phosphorus,dipotassium_phosphate,neutral,neutral,16
phosphorus,disodium_phosphate,neutral,neutral,13
phosphorus,distarch_phosphate,neutral,neutral,5
phosphorus,dimagnesium_phosphate,neutral,neutral,4
phosphorus,preserved_with_phosphoric,neutral,neutral,4
phosphorus,phosphate,neutral,neutral,1
phosphorus,diacalcium_phosphate,neutral,neutral,1
phosphorus,defluorinated_phosphate,neutral,neutral,1
phosphorus,dicalsium_phosphate,neutral,neutral,1
pig_skin,pig_skin,neutral,neutral,8
pigskin,pigskin,neutral,neutral,8
pineapple,pineapple,neutral,neutral,22
pineapple_extract,pineapple_extract,neutral,neutral,1
pineapple_pulp,pineapple_pulp,neutral,neutral,1
pineapple_stem,pineapple_stem,neutral,neutral,19
pinto_beans,pinto_beans,neutral,neutral,37
pizza_flavor,pizza_flavor,neutral,neutral,1
pizzle,pizzle,neutral,neutral,1
plant_based,plant_based,neutral,neutral,2
plant_cellulose,plant_cellulose,neutral,neutral,1
platarum_fermentation,platarum_fermentation_product,neutral,neutral,1
plums,plums,neutral,neutral,5
poassium_sorbate,poassium_sorbate,neutral,neutral,1
pollack,pollack,neutral,neutral,6
pollock,pollock,neutral,neutral,20
pollock_meal,pollock_meal,neutral,neutral,18
pollock_oil,pollock_oil,neutral,neutral,24
pomegranate_flavor,pomegranate_flavor,good,neutral,1
pomegranate_powder,pomegranate_powder,good,neutral,4
porcine_flavor,porcine_flavor,neutral,neutral,1
porcine_plasma,porcine_plasma,neutral,neutral,18
pork,pork,good,good,155
pork_&,pork_&_beef_flavor_dog_treat_chew_kabobs,neutral,neutral,1
pork_and,pork_and_bone_meal,neutral,neutral,5
pork_bacon,pork_bacon,neutral,neutral,1
pork_bone,pork_bone_broth,neutral,neutral,1
pork_broth,pork_broth,neutral,neutral,38
pork_by,pork_by_products,neutral,neutral,80
pork_by,pork_by_product,neutral,neutral,8
pork_cartilage,pork_cartilage,neutral,neutral,1
pork_digest,pork_digest,neutral,neutral,6
pork_fat,pork_fat,neutral,neutral,64
pork_fat,pork_fat_preserved_with_mixed_tocopherols,neutral,neutral,4
pork_flavor,pork_flavor,neutral,neutral,21
pork_gelatin,pork_gelatin,neutral,neutral,46
pork_heart,pork_heart,neutral,neutral,2
pork_hearts,pork_hearts,neutral,neutral,1
pork_hide,pork_hide,neutral,neutral,13
pork_kidney,pork_kidney,neutral,neutral,7
pork_liver,pork_liver,neutral,neutral,181
pork_liver,pork_liver_flavor,neutral,neutral,48
pork_loin,pork_loin,neutral,neutral,1
pork_lung,pork_lung,neutral,neutral,1
pork_lungs,pork_lungs,neutral,neutral,36
pork_meal,pork_meal,neutral,neutral,80
pork_meat,pork_meat_and_bone_meal,neutral,neutral,1
pork_meat,pork_meat_meal,neutral,neutral,1
pork_plasma,pork_plasma,neutral,neutral,55
pork_protein,pork_protein_isolate,neutral,neutral,2
pork_skin,pork_skin,neutral,neutral,4
pork_stock,pork_stock,neutral,neutral,8
pork_tenderloin,pork_tenderloin_flavor,neutral,neutral,1
port_fat,port_fat,neutral,neutral,1
portabella_mushrooms,portabella_mushrooms,neutral,neutral,1
porterhouse_flavor,porterhouse_flavor,neutral,neutral,3
porterhouse_steak,porterhouse_steak_flavor,neutral,neutral,9
postbiotic_blend,postbiotic_blend,neutral,neutral,3
potasium_sorbate,potasium_sorbate,neutral,neutral,1
potassium,potassium_alginate,neutral,neutral,37
potassium,potassium_carbonate,neutral,neutral,15
potassium,potassium_sulfate,neutral,neutral,12
potassium,potassium,neutral,neutral,11
potassium,potassium_salt,neutral,neutral,2
potassium,potassium_hydroxide,neutral,neutral,2
potassium,and_potassium_sorbate,neutral,neutral,1
potassium,potassium_sorbate_0.1%.caloric_content626_kcal/kg,neutral,neutral,1
potassium,potassium_sorbate_propylparaben,neutral,neutral,1
potassium,potassium_magnesium_oxide,neutral,neutral,1
potassiumsorbate,potassiumsorbate,neutral,neutral,1
potassuim,potassuim_chloride,neutral,neutral,1
potato_flakes,potato_flakes,neutral,neutral,1
potato_flour*,potato_flour*,neutral,neutral,39
potato_protein,potato_protein,neutral,neutral,126
potatoes_&,potatoes_&_peas_&_chicken,neutral,neutral,4
pouch_one,pouch_one,neutral,neutral,1
poultry,poultry,neutral,neutral,19
poultry_and,poultry_and_pork_digest,caution,caution,2
poultry_blood,poultry_blood_meal,neutral,neutral,1
poultry_broth,poultry_broth,caution,caution,44
poultry_by,poultry_by_products,caution,caution,150
poultry_by,poultry_by_product,neutral,neutral,2
poultry_byproducts,poultry_byproducts_aggregate,neutral,neutral,1
