id,canonical_name,cluster_id,allergen_group,allergen_group_possible,dog_base_severity,cat_base_severity,is_unnamed_species,is_legume,position_reduction_eligible,cat_carb_flag,display_name,definition,tldr,detail_body,citations_display,position_context,created_at,base_description,dog_context,cat_context,citation_sources,review_status,primary_concern_basis
a9cc2a50-195e-49f0-bec4-34e385907229,mustard,,,,neutral,neutral,False,False,False,False,Mustard,,,,,,2026-03-06T23:40:27.514733+00:00,,,,,,
fa86649e-f0b5-42c5-b546-9af06c6919a4,yucca_schidiegera_extract,,,,neutral,neutral,False,False,False,False,Yucca Schidiegera Extract (A Flavor),,,,,,2026-03-06T23:40:27.514733+00:00,,,,,,
424c2c2d-22c3-4d42-81e4-2ac2e9c27116,natural_color,,,,neutral,neutral,False,False,False,False,Natural Color,,,,,,2026-03-06T23:40:27.514733+00:00,,,,,,
59971546-0481-4adc-8119-21c9b31a8fa2,the_ingredients_in_these_treats_are_pig_skin,,,,neutral,neutral,False,False,False,False,The ingredients in these treats are Pig Skin,,,,,,2026-03-06T23:40:27.514733+00:00,,,,,,
4ad6b9e3-eda7-4577-a8c0-1be18a79886c,tuna_meal,,fish,,neutral,neutral,False,False,True,False,Tuna Meal,,,,,,2026-03-06T23:40:27.514733+00:00,,,,,,
a570bee5-7f68-445a-8e73-2c5fb6cdd9e7,ascorbic_add,,,,neutral,neutral,False,False,False,False,Ascorbic Add (Source of Vitamin C),,,,,,2026-03-06T23:40:27.514733+00:00,,,,,,
286628a2-1ccc-4866-a123-9b1a6dfd0f31,enhancer_flavor_lamb,,,,neutral,neutral,False,False,False,False,Enhancer Flavor Lamb,,,,,,2026-03-06T23:40:27.514733+00:00,,,,,,
73a172f5-b6f4-443b-aa5b-485cf37fa9ab,starch,,,,neutral,neutral,False,False,False,False,Starch,,,,,,2026-03-06T23:40:27.514733+00:00,,,,,,
718ab3f9-3e44-414e-8661-45b4630b41f4,liquid_isolated_soyprotein,,,,neutral,neutral,False,False,False,False,Liquid Isolated Soyprotein,,,,,,2026-03-06T23:40:27.514733+00:00,,,,,,
1e60def3-7f74-4725-825b-58bf97927d94,flavor_glucosamine,,,,neutral,neutral,False,False,False,False,Flavor Glucosamine,,,,,,2026-03-06T23:40:27.514733+00:00,,,,,,
3dde44e5-0b23-4b72-9ff4-a4ffc92336de,potassium_sorbate_propylparaben,,,,neutral,neutral,False,False,False,False,Potassium Sorbate Propylparaben,,,,,,2026-03-06T23:40:27.514733+00:00,,,,,,
21fc4822-8344-4327-93b2-604216d144db,chicken_meat,,chicken,,neutral,neutral,False,False,True,False,Chicken Meat,,,,,,2026-03-06T23:40:27.514733+00:00,,,,,,
e319d747-46d0-4a66-8cbc-573b939be118,vegetabel_glycerin,,,,neutral,neutral,False,False,False,False,Vegetabel Glycerin,,,,,,2026-03-06T23:40:27.514733+00:00,,,,,,
f99a0099-3167-417e-9965-b32eb780cab5,||4,,,,neutral,neutral,False,False,False,False,|[CHICKEN]|4,,,,,,2026-03-06T23:40:27.514733+00:00,,,,,,
3169e97d-0fbf-490f-8279-3325eb2d95fc,151_kcal/kg,,,,neutral,neutral,False,False,False,False,151 kcal/kg,,,,,,2026-03-06T23:40:27.514733+00:00,,,,,,
1adbecb1-74c6-4287-93f0-958545933ebe,8_kcal/chip_||3,,,,neutral,neutral,False,False,False,False,8 kcal/chip |[TURKEY]|3,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
d0a074c6-0b7e-40bd-8dc2-574cde99f3e8,440_kcal/kg,,,,neutral,neutral,False,False,False,False,440 kcal/kg,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
53cbcd44-ee24-402d-9648-d5792b334def,7_kcal/chip_||_3,,,,neutral,neutral,False,False,False,False,7 kcal/chip |[PORK]| 3,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
1c077b3c-cafa-4381-b672-22fbdc3d6f62,969_kcal/kg,,,,neutral,neutral,False,False,False,False,969 kcal/kg,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
f66e9ebc-a45c-4206-98ea-4e596dcf9e93,8_kcal/chip_||5,,,,neutral,neutral,False,False,False,False,8 kcal/chip |[BEEF]|5,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
58f5e005-15f6-4211-9dd1-8ded998f986a,052_kcal/kg,,,,neutral,neutral,False,False,False,False,052 kcal/kg,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
618b0084-12c7-444c-908e-3fb08c209365,10_kcal/chip,,,,neutral,neutral,False,False,False,False,10 kcal/chip,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
b7630c19-2cff-4bda-acb5-b08b92f3794c,made_without_added_dyes,,,,neutral,neutral,False,False,False,False,Made without added dyes,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
1726a59f-92bc-4d52-9386-40fddc6a318f,animal_by_products,,,,neutral,neutral,False,False,False,False,animal by-products,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
a6776299-40a1-49f0-8562-d91ef31ca5f3,fillers,,,,neutral,neutral,False,False,False,False,fillers,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
e1ad9832-5096-41fb-9505-c8cb6129d4d5,gmo,,,,neutral,neutral,False,False,False,False,GMO,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
ab105b94-a9be-4027-aff8-c99bd3a6b2aa,glue,,,,neutral,neutral,False,False,False,False,glue,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
4a39d91a-d39b-4dd5-8996-b626aff32e62,gluten,,,,neutral,neutral,False,False,False,False,gluten,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
245c1f14-f2bd-4381-b3e0-e1b2a0c47fe0,grain,,,,neutral,neutral,False,False,False,False,grain,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
d74674c1-a5f8-45cf-841c-0ba35fa57cf0,artificial_preservatives,,,,neutral,neutral,False,False,False,False,artificial preservatives,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
e59bb646-2e24-4c4d-aaad-694bc2c89f90,flavors_or_meats,,,,neutral,neutral,False,False,False,False,flavors or meats,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
03ceeb71-7f05-4de7-acf6-9224d389de51,whey_protein_concentrate,,,,neutral,neutral,False,False,False,False,Whey Protein Concentrate,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
a3ff44bb-d741-471c-bb82-077135a48124,milk_protein_concentrate,,,,neutral,neutral,False,False,False,False,Milk Protein Concentrate,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
27f5f1a9-c23b-4721-8717-b4d39073651e,glucono_delta_lactone,,,,neutral,neutral,False,False,False,False,Glucono-delta-lactone,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
2f0ad2b7-f79c-47f4-ad8c-02dc5a8448ff,paprika_and_annatto_extracts,,,,neutral,neutral,False,False,False,False,Paprika and Annatto Extracts (Color),,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
6ceb27a2-dfd3-4ead-a87c-6e38405495a1,dried_lactobacillus_lactic_fermentation_product,,,,neutral,neutral,False,False,False,False,Dried Lactobacillus Lactic Fermentation Product,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
50d6d49d-90f9-413e-a5dc-7fd5ea5b6c8a,and_rennet,,,,neutral,neutral,False,False,False,False,and Rennet,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
a31f0d7e-7aed-4292-b5f7-da0bef1af5d6,gluten_free,,,,neutral,neutral,False,False,False,False,Gluten Free,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
b6602854-d249-4c51-94dc-4ace5e48d76d,plant_based,,,,neutral,neutral,False,False,False,False,Plant Based,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
b0aa4d68-0d09-40b8-adbd-7bd0a9896e1b,flax_free,,,,neutral,neutral,False,False,False,False,Flax-Free,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
55ad9f7b-cbab-49d2-93d0-64d293c92780,non_gmo,,,,neutral,neutral,False,False,False,False,Non-GMO,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
01708424-26e7-448e-a120-703711b8ced0,apple_sauce,,,,neutral,neutral,False,False,False,False,Apple Sauce,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
ab02c1dc-0382-4150-8a41-537edfe932ef,palm_glycerin,,,,neutral,neutral,False,False,False,False,Palm Glycerin,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
ef07fb26-e78a-4825-b48d-466a11467dee,natural_blueberry_flavor,,,,neutral,neutral,False,False,False,False,Natural Blueberry Flavor,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
bf0a0bbb-df99-4955-ad84-1607bf4a13e4,natural_carrot_flavor,,,,neutral,neutral,False,False,False,False,Natural Carrot Flavor,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
b6ab3c91-3cef-4fd8-8472-c872773eea02,american_raised_beef,,,,neutral,neutral,False,False,False,False,American-raised Beef,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
67d79d31-4ba9-4c01-a7d9-ef86ee70b5f2,artificial_colors,,,,caution,caution,False,False,False,False,"Artificial Colors (RD&C Yellow #6, FD&C Blue #1, and FD&C Red #40)",,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
4503a187-5e05-46d2-b960-25ebf89a5db3,peanut_flavor,,,,neutral,neutral,False,False,False,False,Peanut Flavor,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
390ada58-5383-4eae-8a45-5633679e6a0a,manioc_flour,,,,neutral,neutral,False,False,False,False,Manioc Flour,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
ca17443e-670f-40ae-9af4-c9aef9b7e21a,sweet_poataoes,,,,neutral,neutral,False,False,False,False,Sweet Poataoes,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
f5a36635-4d73-4b68-bdd9-4e404f7656d1,water_and_natural_smoke_flavor,,,,neutral,neutral,False,False,False,False,Water and Natural Smoke Flavor,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
8f185198-91e4-46e9-b2c9-a72dee16f20a,turmeric_oleoresin,,,,good,neutral,False,False,False,False,Turmeric Oleoresin (color),,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
a2c839f6-befd-4dc3-9690-f8b4f5617a51,organic_cultured_dextrose,,,,caution,caution,False,False,False,False,Organic Cultured Dextrose,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
feb83bf0-f47c-4950-a118-fa87c0804839,curing_salt,,,,caution,caution,False,False,False,False,Curing Salt,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
7eb3c171-983f-4fe8-8423-68429713bd95,rice_protein,,,,neutral,neutral,False,False,False,False,Rice Protein,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
674507d1-0802-4546-984f-7fd21f1ef1d7,natural_wood_smoke_flavoring,,,,neutral,neutral,False,False,False,False,Natural Wood Smoke Flavoring,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
866ca216-1869-4693-9704-0e3932060388,flax_oil,,,,neutral,neutral,False,False,False,False,Flax Oil (Preserved With Natural Vitamin E),,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
4935a8d3-82df-4c51-905c-d1807861b1c5,clove,,,,neutral,neutral,False,False,False,False,Clove,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
cf49d9e2-7a74-4ec0-852c-a7b4912b7734,glucose_oxidase,,,,neutral,neutral,False,False,False,False,Glucose Oxidase,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
5e9de199-91fc-46d2-a74d-0ade664db93f,and_sea_salt,,,,caution,caution,False,False,False,False,and sea salt,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
a4d40524-6090-4dcc-aa8c-11c21a25aa55,vegetable_protein,,,,neutral,neutral,False,False,False,False,Vegetable Protein,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
b1e44228-9e48-45b1-803b-902a64b9f04e,beef_femur_bone,,,,neutral,neutral,False,False,True,False,Beef Femur Bone,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
7bdedf51-38ed-458c-81e2-80d48e1fcb44,food_grade_color,,,,neutral,neutral,False,False,False,False,Food Grade Color,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
83345585-ca9f-476a-a663-3118d687abed,beef_trim,,beef,,neutral,neutral,False,False,True,False,Beef trim,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
7e45d7f0-3106-44db-acae-ab9f51447f17,potasium_sorbate,,,,neutral,neutral,False,False,False,False,Potasium Sorbate (a preservative),,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
237c7a57-0f72-48af-b4b6-94f47cf34f7e,lamb_casing,,lamb,,neutral,neutral,False,False,True,False,Lamb Casing,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
ac0a2718-3e56-46a6-9b88-3f85ed730ded,algae_meal,,,,neutral,neutral,False,False,False,False,Algae Meal,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
a9662d18-2a8f-47db-bb8a-7c9ce27f2aff,encapsulated_citric_acid,,,,neutral,neutral,False,False,False,False,Encapsulated Citric Acid,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
f5684a22-3208-49e9-894b-405ac218494f,celery_juice_powder,,,,neutral,neutral,False,False,False,False,Celery Juice Powder,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
98fd5507-1124-48d8-a9ef-7a3b75d25f0a,ground_coriander,,,,neutral,neutral,False,False,False,False,Ground Coriander,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
f779ecbe-b17d-47ea-a304-cbda8c086044,100_kcal/kg,,,,neutral,neutral,False,False,False,False,100 kcal/kg,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
edcfd786-38d9-435d-960b-61e7dc6b3610,824_kcal/kg,,,,neutral,neutral,False,False,False,False,824 kcal/kg,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
d19f1542-dde9-46f0-8b0f-1b1ef9cec8fd,200_kcal/kg,,,,neutral,neutral,False,False,False,False,200 kcal/kg,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
aaf9d83e-d6b7-49d4-b140-1fe274ed5e0f,38_kcal/treat,,,,neutral,neutral,False,False,False,False,38 kcal/treat,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
1527d457-f6ca-45b0-9f8d-e325a40c10f3,organic_evaporated_cane_syrup,,,,neutral,neutral,False,False,False,False,Organic Evaporated Cane Syrup,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
9c303b48-c905-43b8-97fb-8003a9214476,organic_ground_celery,,,,neutral,neutral,False,False,False,False,Organic Ground Celery,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
cff310cd-66a8-4222-b0b2-e857d35c3c11,organic_paprika,,,,neutral,neutral,False,False,False,False,Organic Paprika,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
323b1ee1-27ce-4006-ab35-5fdb2e89d7de,peas_&_carrots_wet_dog_food_topper,,,,neutral,neutral,False,False,False,False,Peas & Carrots Wet Dog Food Topper,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
2e272b67-a53e-4b03-abc2-ef0a27453659,1.3_oz_can,,,,neutral,neutral,False,False,False,False,1.3-oz can,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
2d02e32c-54bf-42b0-a0bc-37704e180f67,16_count,,,,neutral,neutral,False,False,False,False,16 count,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
286bdb8b-eeef-430a-b619-f2ab88cfb005,natural_rib_flavor,,,,neutral,neutral,False,False,False,False,Natural Rib Flavor,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
5acdcfb6-cd79-4d77-ae02-3c1d8157ca10,blue_lake_1,,,,neutral,neutral,False,False,False,False,Blue Lake 1,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
7d9d67c5-681b-4297-8547-e74872ef1652,odor_free,,,,neutral,neutral,False,False,False,False,Odor-Free,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
89d4ea41-cf13-4324-8ff4-ec20a06fe4b7,protein_rich_&_rawhide_freecrafted_from_free_range,,,,neutral,neutral,False,False,False,False,Protein-Rich & Rawhide-FreeCrafted from free-range,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
a0eefc28-03f5-4098-94e0-c14bc8071613,artiﬁcial_chicken_flavor,,,,neutral,neutral,False,False,False,False,Artiﬁcial Chicken Flavor,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
0d04b153-2bc9-4a83-8eca-3862da3a1815,these_bully_sticks_are_rawhide_free,,,,neutral,neutral,False,False,False,False,these bully sticks are rawhide-free,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
da395f47-d4ce-4a7d-b411-dd9e494f23c4,single_ingredient,,,,neutral,neutral,False,False,False,False,single-ingredient,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
a0069c62-1ecb-44c9-ab58-c9782252ca84,long_lasting_chew_sessions,,,,neutral,neutral,False,False,False,False,long-lasting chew sessions,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
fa82d2d3-c3e8-48a3-b7e9-413fa2168173,and_dogs_of_all_ages_and_sizes—without_the_mess_or_smell,,,,neutral,neutral,False,False,False,False,and dogs of all ages and sizes—without the mess or smell,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
9ca78724-ea10-476f-86bb-b12ac622a562,400_kcal/kg,,,,neutral,neutral,False,False,False,False,400 kcal/kg,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
632df6f1-b180-4327-8092-839ace88906d,080_kcal/kg,,,,neutral,neutral,False,False,False,False,080 kcal/kg,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
8818592c-f40d-4f87-951a-3c85391856d3,grass_fed_beef,,beef,,neutral,neutral,False,False,False,False,grass-fed beef,,,,,,2026-03-06T23:40:27.762108+00:00,,,,,,
3527418e-f4a4-4204-977a-3d96a13ae8d3,630_kcal/kg,,,,neutral,neutral,False,False,False,False,630 kcal/kg,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
a6914bcc-248b-40c3-a18a-d92666117e1e,000_kcal/kg,,,,neutral,neutral,False,False,False,False,000 kcal/kg,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
68a8f7e4-9a19-4827-9184-729c3b56bf25,027_kcal/kg,,,,neutral,neutral,False,False,False,False,027 kcal/kg,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
cd3ba611-5f7f-4f8a-a5e7-5c15410fdaf5,48_kcal/treat,,,,neutral,neutral,False,False,False,False,48 kcal/treat,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
32003c56-5857-4ad7-9496-5c7888d9b445,natural_pizza_flavor,,,,neutral,neutral,False,False,False,False,Natural Pizza Flavor,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
50556007-4649-4b86-b53a-3127a02ec326,cauliflower_flour,,,,neutral,neutral,False,False,False,False,Cauliflower Flour,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
72cd719e-05ec-4075-b03c-631128369297,topioca_starch,,,,neutral,neutral,False,False,False,False,Topioca Starch,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
5a494984-b757-4892-9418-4dd636e9b3be,natural_pumpkin_flavor,,,,neutral,neutral,False,False,False,False,Natural Pumpkin Flavor,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
5d9db49d-d3c6-4161-9cb9-c5edf6e214b2,cultured_non_fat_milk,,,,neutral,neutral,False,False,False,False,Cultured Non-Fat Milk,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
28476c27-410c-4a5e-8858-2a43e0fbdab0,2,,,,neutral,neutral,False,False,False,False,2,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
3f5e4423-0c3e-4df2-a028-dd11850571d4,3_dihydroxypropyl_octadecanoate,,,,neutral,neutral,False,False,False,False,3 Dihydroxypropyl Octadecanoate,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
c5ad481b-7c15-45d2-9dea-2f943c6f98b4,bacillus_coagulans_fermentation_productsalmon,,,,neutral,neutral,False,False,False,False,Dried Bacillus Coagulans Fermentation Product.Salmon,,,,,,2026-03-07T01:12:09.689128+00:00,,,,,,
83d2bab1-9b57-43a0-8ebb-525fadc9ab17,2022this_treat_is_packaged_by_weight,,,,neutral,neutral,False,False,False,False,2022This treat is packaged by weight,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
df49aab2-4bfa-49de-ae6b-bd541e0cb179,colouring,,,,neutral,neutral,False,False,False,False,Colouring,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
30be71a7-dd41-4d35-ba89-7dc142c7b521,dried_ground_chickpeas,,,,neutral,neutral,False,False,False,False,Dried Ground Chickpeas,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
f6f8906e-c640-4606-a33a-71272009010d,natural_maple_flavored_syrup,,,,neutral,neutral,False,False,False,False,Natural Maple Flavored Syrup,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
560c68b6-e96d-422f-979f-9ac7a534297f,free_range_cattle,,,,neutral,neutral,False,False,False,False,free-range cattle,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
95d6d80a-40e5-441b-8395-33be1d2842f1,these_treats_contain_no_added_preservatives,,,,neutral,neutral,False,False,False,False,these treats contain no added preservatives,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
9039a830-1cee-440f-bb32-71f9a72b2dae,hormones,,,,neutral,neutral,False,False,False,False,hormones,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
42f679fe-7c32-4d35-94f7-302e9149367f,additives,,,,neutral,neutral,False,False,False,False,additives,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
619f06da-c94f-484b-9085-e8ddf9a14bce,chemicals,,,,neutral,neutral,False,False,False,False,chemicals,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
2dad5c49-169c-4f1d-ad5b-0f5de861ca89,or_artificial_flavors,,,,neutral,neutral,False,False,False,False,or artificial flavors,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
a85acadc-d00d-4f98-9c77-eb83ed269492,kale_salmon_salmon,,,,neutral,caution,False,False,False,False,Dried Kale. Salmon: Salmon,,,,,,2026-03-07T01:12:09.689128+00:00,,,,,,
ea027389-715d-496e-823e-579fb6302769,made_with_100%_brazilian_beef_sourced_from_grass_fed,,,,neutral,neutral,False,False,False,False,Made with 100% Brazilian beef sourced from grass-fed,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
7e189650-241f-47de-911e-92e1c2f4466e,fd&c_red_40_lake,,,,caution,caution,False,False,False,False,FD&C Red 40 Lake,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
ef54ea55-b69e-4f71-9c1f-384108fee6f5,maganese_sulfate,,,,neutral,neutral,False,False,False,False,Maganese Sulfate,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
d24ebe65-a77d-4020-b853-e49065e3c0f8,tetra_sodium_pyrophosphate,,,,neutral,neutral,False,False,False,False,Tetra Sodium Pyrophosphate,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
ae36812c-0284-4909-9c7f-4ee7a3c4067c,natural_peppermint_flavor,,,,neutral,neutral,False,False,False,False,Natural Peppermint Flavor,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
bfcd796d-c2da-43f7-8958-c0e1729be154,banana_powder,,,,neutral,neutral,False,False,False,False,Banana Powder,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
21a37014-081b-4209-b40b-4440b4d22769,fd&c_blue#1,,,,caution,caution,False,False,False,False,FD&C Blue#1,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
5789b450-c00f-4c2d-85e2-d25f48c19fff,spearmint_oil,,,,neutral,neutral,False,False,False,False,Spearmint Oil,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
60d10e8d-130a-4c26-afba-98314b1525cc,sweet_lupin_meal,,,,neutral,neutral,False,False,False,False,Sweet Lupin Meal,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
0bed8e8f-cc0b-4d1f-8d02-15bdae31d2da,alfalfa_extract,,,,neutral,neutral,False,False,False,False,Alfalfa Extract,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
fdf2f52d-eb3b-4e67-8408-b7b339a83024,corn_sugar,,,,caution,caution,False,False,False,False,Corn Sugar,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
91763e20-00a2-48ca-ba4a-7746dbb80fca,fd&c_yellow_5_lake,,,,caution,caution,False,False,False,False,FD&C Yellow 5 Lake,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
acb1969f-d3ac-4d07-be40-45ffe6caa9c9,natural_cranberry_flavor,,,,neutral,neutral,False,False,False,False,Natural Cranberry Flavor,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
f08e724c-5b95-4afc-98c8-6dfe05ad0dee,natural_pomegranate_flavor,,,,neutral,neutral,False,False,False,False,Natural Pomegranate Flavor,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
47c4dab1-646e-451e-af94-cfd5fd236871,yeast_culture_dehydrated,,,,neutral,neutral,False,False,False,False,Yeast Culture Dehydrated (Saccharomyces Cerevisiae),,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
fcc14e2d-aac2-4d01-8dd8-a7a77e64bd9c,fd&c_red#40,,,,caution,caution,False,False,False,False,FD&C Red#40,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
5d7ee9e1-c4ee-4068-b739-2e55b9d8094d,calcium_and_zinc_proprionates,,,,neutral,neutral,False,False,False,False,Calcium and Zinc Proprionates,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
01df2e43-0ee3-4baf-ac04-5861ad4f89b0,botani,,,,neutral,neutral,False,False,False,False,"Botani (Green Tea, Cranberries, Peppermint, Chamomile, Rosemary, Dandelion, Tomato, Blueberry)",,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
aa1ff5a8-622b-4713-b447-e85bc64478fe,dry_whey,,,,neutral,neutral,False,False,False,False,Dry Whey,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
e70469b3-0dad-4d6c-9e31-54f8da938e47,pork_meat_meal,,,,neutral,neutral,False,False,True,False,Pork Meat Meal,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
958e958d-df8f-46b2-812c-945e87d4c5e7,potato_flakes,,,,neutral,neutral,False,False,False,False,Potato Flakes,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
238298b7-42fa-4629-a6af-89ba3dfa5f77,dried_bacillus_subtilis,,,,neutral,neutral,False,False,False,False,Dried Bacillus Subtilis,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
e67f26ac-ef9c-4290-9df3-e8b799f20b68,fermentation_product,,,,neutral,neutral,False,False,False,False,Fermentation Product,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
79ff0d72-5b2c-448f-a19e-11d1b10ae8eb,and_dried_bacillus_licheniformis_fermentation_product,,,,neutral,neutral,False,False,False,False,and Dried Bacillus Licheniformis Fermentation Product,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
d1b0b55d-e64a-4eff-bda6-f1e3cb9c4f18,fd&c_yellow#6,,,,caution,caution,False,False,False,False,FD&C Yellow#6,,,,,,2026-03-06T23:40:28.021819+00:00,,,,,,
